"iteration","A_time","A_Wind_median","A_Wind_bias","A_Wind_covered","A_Wind_power","A_Thermal_median","A_Thermal_bias","A_Thermal_covered","A_Thermal_power","A_MetaThermal_median","A_MetaThermal_bias","A_MetaThermal_covered","A_MetaThermal_power","B_time","B_MetaThermal_median","B_MetaThermal_bias","B_MetaThermal_covered","B_MetaThermal_power","E_MetaThermal_median","E_MetaThermal_bias","E_MetaThermal_covered","E_MetaThermal_power","E_note","E_time","F_MetaThermal_median","F_MetaThermal_bias","F_MetaThermal_covered","F_MetaThermal_power","F_note","F_time","D_note","D_time","G_time","H_true_pval","H_alt_pval","H_true_accepted","H_alt_rejected","H_correct","I_MetaThermal_median","I_MetaThermal_bias","I_MetaThermal_covered","I_MetaThermal_power","I_Wind_median","I_Wind_bias","I_Wind_covered","I_Wind_power","I_time","J_time"
77,61.3330000000024,-0.539,-0.039,1,1,-0.779,0.021,1,1,0.492,-0.108,1,1,43.4660000000003,0.498,-0.102,1,1,0.47424920487005,-0.12575079512995,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.799415848454056,0.199415848454056,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.065999999998894,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.502353386708419,-0.0976466132915812,1,1,-0.377628712980631,0.122371287019369,1,1,0.0830000000023574,0
78,58.6390000000029,-0.578,-0.078,1,1,-0.89,-0.09,1,1,0.736,0.136,1,1,41.6589999999997,0.718,0.118,1,1,0.756271709567239,0.156271709567239,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.897410082369367,0.297410082369367,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0560000000004948,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0209999999970023,0,1,1,1,0,0,0.721474065008784,0.121474065008784,1,1,-0.559126019011905,-0.0591260190119054,1,1,0.0869999999995343,0
79,61.8969999999972,-0.477,0.023,1,0,-0.885,-0.085,1,1,0.667,0.0670000000000001,1,1,42.8739999999998,0.665,0.0650000000000001,1,1,0.6807187777317,0.0807187777317004,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0200000000004366,0.993835029771755,0.393835029771755,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0639999999984866,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.022000000000844,0,1,1,1,0,0,0.67637782677059,0.0763778267705896,1,1,-0.523278975337868,-0.0232789753378677,1,1,0.0869999999995343,0
80,61.6720000000023,-0.425,0.075,1,0,-0.925,-0.125,1,1,0.617,0.017,1,1,43.7870000000003,0.611,0.011,1,1,0.598558948721212,-0.0014410512787878,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.871315708163216,0.271315708163216,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0740000000005239,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.617846821373659,0.017846821373659,1,1,-0.524776755174301,-0.0247767551743014,1,1,0.103000000002794,0
81,55.8899999999994,-0.577,-0.077,1,1,-0.618,0.182,1,1,0.538,-0.062,1,1,39.6840000000011,0.524,-0.076,1,1,0.585757740910308,-0.0142422590896923,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0199999999967986,0.799827735425636,0.199827735425636,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0730000000003201,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.531791308566649,-0.068208691433351,1,1,-0.676782195877369,-0.176782195877369,1,1,0.0879999999997381,0
82,60.6949999999997,-0.693,-0.193,1,1,-0.716,0.0840000000000001,1,1,0.473,-0.127,1,1,42.6790000000001,0.542,-0.0579999999999999,1,1,0.457056763404567,-0.142943236595433,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.746007791123096,0.146007791123096,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0609999999978754,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.539506143291738,-0.0604938567082621,1,1,-0.643244694116442,-0.143244694116442,1,1,0.0949999999975262,0
83,61.5770000000011,-0.514,-0.014,1,1,-0.859,-0.0589999999999999,1,1,0.563,-0.037,1,1,43.7749999999978,0.55,-0.0499999999999999,1,1,0.558760211738945,-0.0412397882610555,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.861398900997719,0.261398900997719,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.069999999999709,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.554618864617887,-0.0453811353821126,1,1,-0.571039927341057,-0.0710399273410575,1,1,0.0900000000001455,0
84,62.1150000000016,-0.718,-0.218,1,1,-0.914,-0.114,1,1,0.718,0.118,1,1,43.5699999999997,0.729,0.129,1,1,0.732480058693717,0.132480058693717,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.887930483244297,0.287930483244297,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0759999999972933,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.727109268583927,0.127109268583927,1,1,-0.290466068966225,0.209533931033775,1,0,0.0839999999989232,0.00100000000020373
85,59.1739999999991,-0.52,-0.02,1,1,-1.102,-0.302,1,1,0.561,-0.0389999999999999,1,1,41.989999999998,0.579,-0.021,1,1,0.502402409942963,-0.0975975900570372,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0190000000002328,0.89766568451284,0.29766568451284,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.077000000001135,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.579282177894122,-0.0207178221058779,1,1,-0.501337325706527,-0.00133732570652667,1,1,0.0820000000021537,0
86,62.2400000000016,-0.557,-0.057,1,1,-0.58,0.22,1,1,0.509,-0.091,1,1,400.504999999997,0.548,-0.0519999999999999,1,1,0.425766686993215,-0.174233313006785,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0160000000032596,0.808074452724374,0.208074452724374,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0559999999968568,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0169999999998254,0,1,1,1,0,0,0.556964876036832,-0.0430351239631677,1,1,-0.581823403289099,-0.0818234032890985,1,1,0.0730000000003201,0
87,57.1150000000016,-0.561,-0.061,1,1,-0.9,-0.1,1,1,0.474,-0.126,1,1,984.482,0.506,-0.094,1,1,0.426280812188077,-0.173719187811923,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.730995277688657,0.130995277688657,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0559999999968568,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.507032084071732,-0.0929679159282681,1,1,-0.59195465687566,-0.0919546568756603,1,1,0.0780000000013388,0
88,55.4919999999984,-0.266,0.234,1,0,-0.929,-0.129,1,1,0.611,0.011,1,1,983.663,0.584,-0.016,1,1,0.683089828595441,0.0830898285954411,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.824924840241881,0.224924840241881,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0600000000013097,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.581944050492281,-0.0180559495077185,1,1,-0.387885601943057,0.112114398056943,1,1,0.0730000000003201,0
89,56.5479999999989,-0.655,-0.155,1,1,-1.075,-0.275,1,1,0.567,-0.033,1,1,41.518,0.572,-0.028,1,1,0.602493629353017,0.00249362935301722,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.869660065994463,0.269660065994463,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.077000000001135,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.571971218092049,-0.0280287819079513,1,1,-0.564854488026053,-0.0648544880260526,1,1,0.0850000000027649,0
90,56.6800000000003,-0.445,0.055,1,0,-0.881,-0.081,1,1,0.625,0.025,1,1,281.097000000002,0.632,0.032,1,1,0.612483796816582,0.0124837968165821,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.859345502149697,0.259345502149697,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.066000000002532,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0190000000002328,0,1,1,1,0,0,0.629959071239658,0.0299590712396577,1,1,-0.297397868643187,0.202602131356813,1,0,0.0720000000001164,0
91,55.0930000000008,-0.502,-0.002,1,1,-0.703,0.0970000000000001,1,1,0.534,-0.066,1,1,592.566999999999,0.545,-0.0549999999999999,1,1,0.608751964037538,0.00875196403753842,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.855674900304224,0.255674900304224,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.055000000000291,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.552706571882533,-0.0472934281174667,1,1,-0.464348780603718,0.0356512193962817,1,1,0.092000000000553,0
92,66.9190000000017,-0.863,-0.363,1,1,-1.098,-0.298,1,1,0.641,0.041,1,1,40.1579999999994,0.63,0.03,1,1,0.644609159909858,0.0446091599098584,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0200000000004366,0.906242498126256,0.306242498126256,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0780000000013388,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0249999999978172,0,1,1,1,0,0,0.632334329848691,0.0323343298486911,1,1,-0.784937372118956,-0.284937372118956,1,1,0.100000000002183,0
93,57.8279999999977,-0.771,-0.271,1,0,-0.816,-0.0159999999999999,1,1,0.576,-0.024,1,1,37.6530000000021,0.578,-0.022,1,1,0.551397941997547,-0.0486020580024528,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0190000000002328,0.859707872681352,0.259707872681352,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.069999999999709,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.57406094988093,-0.0259390501190699,1,1,-0.857196930307346,-0.357196930307346,1,1,0.0859999999993306,0
94,62.4199999999983,-0.518,-0.018,1,1,-0.788,0.012,1,1,0.658,0.058,1,1,44.8009999999995,0.639,0.039,1,1,0.593283994095477,-0.00671600590452259,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0190000000002328,0.866135329082376,0.266135329082376,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.077000000001135,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.641462638130031,0.0414626381300313,1,1,-0.535114760613891,-0.0351147606138913,1,1,0.0969999999979336,0
95,64.8950000000004,-0.359,0.141,1,1,-0.919,-0.119,1,1,0.649,0.049,1,1,45.4050000000025,0.626,0.026,1,1,0.728629913673257,0.128629913673257,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0280000000020664,0.875876402096658,0.275876402096658,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.132999999997992,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0339999999996508,0,1,1,1,0,0,0.628063705909291,0.0280637059092907,1,1,-0.184521556964041,0.315478443035959,0,0,0.319000000003143,0
96,64.6500000000015,-0.662,-0.162,1,1,-0.88,-0.08,1,1,0.641,0.041,1,1,44.9939999999988,0.656,0.056,1,1,0.648933128765853,0.0489331287658528,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0200000000004366,0.811991561505164,0.211991561505164,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0819999999985157,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0320000000028813,0,1,1,1,0,0,0.652736665385346,0.0527366653853459,1,1,-0.420538871393594,0.0794611286064055,1,1,0.0940000000009604,0.00100000000020373
97,62.5450000000019,-0.513,-0.013,1,1,-0.688,0.112,1,1,0.567,-0.033,1,1,43.752999999997,0.518,-0.082,1,1,0.643449332876681,0.0434493328766807,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.022000000000844,0.699199002208473,0.0991990022084726,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.091999999996915,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.022000000000844,0,1,1,1,0,0,0.525085140481795,-0.0749148595182049,1,1,-0.570240372913362,-0.0702403729133618,1,1,0.145000000000437,0
98,58.9979999999996,-0.777,-0.277,1,1,-0.884,-0.084,1,1,0.608,0.00800000000000001,1,1,41.2839999999997,0.621,0.021,1,1,0.60563239178552,0.00563239178551966,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.032999999999447,0.840657188153877,0.240657188153877,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.422999999998865,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.077000000001135,0,1,1,1,0,0,0.610058920946036,0.0100589209460363,1,1,-0.430363821915768,0.0696361780842321,1,1,0.110000000000582,0
99,67.1360000000022,-0.496,0.004,1,1,-0.845,-0.0449999999999999,1,1,0.57,-0.03,1,1,45.1769999999997,0.581,-0.019,1,1,0.537661812671864,-0.0623381873281358,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.30199999999968,0.81333746901106,0.21333746901106,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.471000000001368,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.04399999999805,0,1,1,1,0,0,0.575185360039508,-0.0248146399604924,1,1,-0.545005961326376,-0.0450059613263765,1,1,0.0999999999985448,0
100,62.4389999999985,-0.536,-0.036,1,1,-0.723,0.0770000000000001,1,1,0.616,0.016,1,1,43.9910000000018,0.656,0.056,1,1,0.60228254139846,0.00228254139846018,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.892524642604057,0.292524642604057,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0580000000009022,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0190000000002328,0,1,1,1,0,0,0.643005694444331,0.0430056944443314,1,1,-0.472047625783623,0.0279523742163765,1,1,0.0849999999991269,0
